created_at,entry_id,field2
2018-08-14 18:58:17 UTC,6,78
2018-08-14 18:58:33 UTC,7,78
2018-08-14 18:58:58 UTC,8,78
2018-08-14 18:59:35 UTC,9,78
2018-08-14 18:59:53 UTC,10,78
2018-08-14 19:00:13 UTC,11,78
2018-08-14 19:01:45 UTC,12,78
2018-08-14 19:02:15 UTC,13,78
2018-08-14 19:02:36 UTC,14,78
2018-08-14 19:02:53 UTC,15,78
2018-08-14 19:03:16 UTC,16,78
2018-08-14 19:03:40 UTC,17,78
2018-08-14 19:04:23 UTC,18,78
2018-08-14 19:04:41 UTC,19,78
2018-08-14 19:05:00 UTC,20,78
2018-08-14 19:05:25 UTC,21,78
2018-08-14 19:05:43 UTC,22,78
2018-08-14 19:05:59 UTC,23,78
2018-08-14 19:51:35 UTC,24,69
2018-08-14 20:11:08 UTC,25,78
2018-08-14 20:29:45 UTC,26,73
2018-08-14 20:48:49 UTC,27,73
2018-08-14 20:49:07 UTC,28,73
2018-08-14 21:04:35 UTC,29,83
2018-08-14 21:23:42 UTC,30,83
2018-08-14 21:42:48 UTC,31,69
2018-08-14 22:01:36 UTC,32,69
2018-08-14 22:01:58 UTC,33,69
2018-08-14 22:13:16 UTC,34,83
2018-08-14 22:21:14 UTC,35,83
2018-08-14 22:40:25 UTC,36,74
2018-08-14 23:18:35 UTC,37,78
2018-08-14 23:37:45 UTC,38,78
2018-08-14 23:56:53 UTC,39,73
2018-08-15 00:16:04 UTC,40,83
2018-08-15 00:35:10 UTC,41,78
2018-08-15 00:54:27 UTC,42,78
2018-08-15 01:13:32 UTC,43,83
2018-08-15 01:32:40 UTC,44,78
2018-08-15 01:51:47 UTC,45,78
2018-08-15 02:11:13 UTC,46,78
2018-08-15 02:30:05 UTC,47,83
2018-08-15 02:49:14 UTC,48,83
2018-08-15 03:08:23 UTC,49,83
2018-08-15 03:27:32 UTC,50,88
2018-08-15 03:46:41 UTC,51,88
2018-08-15 04:05:50 UTC,52,88
2018-08-15 04:24:59 UTC,53,88
2018-08-15 04:44:07 UTC,54,83
2018-08-15 05:03:25 UTC,55,88
2018-08-15 05:22:24 UTC,56,88
2018-08-15 05:41:33 UTC,57,88
2018-08-15 06:01:25 UTC,58,88
2018-08-15 06:19:51 UTC,59,88
2018-08-15 06:39:00 UTC,60,83
2018-08-15 06:58:06 UTC,61,83
2018-08-15 07:17:15 UTC,62,93
2018-08-15 07:36:26 UTC,63,77
2018-08-15 07:55:34 UTC,64,77
2018-08-15 08:14:44 UTC,65,88
2018-08-15 08:33:53 UTC,66,77
2018-08-15 08:53:01 UTC,67,77
2018-08-15 09:12:05 UTC,68,88
2018-08-15 09:31:26 UTC,69,82
2018-08-15 09:50:26 UTC,70,82
2018-08-15 10:09:32 UTC,71,93
2018-08-15 10:28:52 UTC,72,88
2018-08-15 10:47:55 UTC,73,88
2018-08-15 11:06:59 UTC,74,93
2018-08-15 11:26:00 UTC,75,88
2018-08-15 11:44:59 UTC,76,88
2018-08-15 12:04:01 UTC,77,93
2018-08-15 12:42:11 UTC,78,82
2018-08-15 13:01:33 UTC,79,82
2018-08-15 13:20:28 UTC,80,88
2018-08-15 13:39:24 UTC,81,77
2018-08-15 13:58:25 UTC,82,93
2018-08-15 14:17:32 UTC,83,88
2018-08-15 14:36:27 UTC,84,77
2018-08-15 14:55:58 UTC,85,77
2018-08-15 15:14:31 UTC,86,82
2018-08-15 15:33:35 UTC,87,83
2018-08-15 15:52:39 UTC,88,83
2018-08-15 16:11:40 UTC,89,78
2018-08-15 16:31:01 UTC,90,73
2018-08-15 16:49:41 UTC,91,78
2018-08-15 17:08:45 UTC,92,73
2018-08-15 17:27:51 UTC,93,69
2018-08-15 17:46:50 UTC,94,69
2018-08-15 18:05:52 UTC,95,73
2018-08-15 18:24:59 UTC,96,73
2018-08-15 18:43:59 UTC,97,61
2018-08-15 19:03:05 UTC,98,61
2018-08-15 19:22:08 UTC,99,73
2018-08-15 19:41:11 UTC,100,69
2018-08-15 20:00:15 UTC,101,73
2018-08-15 20:19:26 UTC,102,73
2018-08-15 20:38:25 UTC,103,65
2018-08-15 22:01:16 UTC,104,74
2018-08-15 22:13:15 UTC,105,69
